Common Names,Assessment Category,Species ID,Scientific Name,Class,Population Trend,Native,Possibly Extinct,Regionally Extinct,Reintroduced,Introduced,Vagrant,Present origin uncertain
"Ferruginous Duck, Ferruginous Pochard, White-eyed Pochard ",NT,100600476,Aythya nyroca,AVES,decreasing,"Afghanistan: 33.93911 67.70995, Albania: 41.15333 20.16833, Algeria: 28.03389 1.65963, Armenia: 40.06910 45.03819, Austria: 47.51623 14.55007, Azerbaijan: 40.14310 47.57693, Bangladesh: 23.68499 90.35633, Belarus: 53.70981 27.95339, Belgium: 50.50389 4.46994, Bhutan: 27.51416 90.43360, Bosnia and Herzegovina: 43.91589 17.67908, Bulgaria: 42.73388 25.48583, Central African Republic: 6.61111 20.93944, Chad: 15.45417 18.73221, China: 35.86166 104.19540, Croatia: 45.10000 15.20000, Cyprus: 35.12641 33.42986, Czech Republic: 49.81749 15.47296, Egypt: 26.82055 30.80250, Eritrea: 15.17938 39.78233, Ethiopia: 9.14500 40.48967, France: 46.22764 2.21375, The Gambia: 13.44318 -15.31014, Afghanistan: 33.93911 67.70995, Albania: 41.15333 20.16833, Algeria: 28.03389 1.65963, Armenia: 40.06910 45.03819, Austria: 47.51623 14.55007, Azerbaijan: 40.14310 47.57693, Bangladesh: 23.68499 90.35633, Belarus: 53.70981 27.95339, Belgium: 50.50389 4.46994, Bhutan: 27.51416 90.43360, Bosnia and Herzegovina: 43.91589 17.67908, Bulgaria: 42.73388 25.48583, Central African Republic: 6.61111 20.93944, Chad: 15.45417 18.73221, China: 35.86166 104.19540, Croatia: 45.10000 15.20000, Cyprus: 35.12641 33.42986, Czech Republic: 49.81749 15.47296, Egypt: 26.82055 30.80250, Eritrea: 15.17938 39.78233, Ethiopia: 9.14500 40.48967, France: 46.22764 2.21375, The Gambia: 13.44318 -15.31014, Too many markers for Georgia Germany: 51.16569 10.45153, Greece: 39.07421 21.82431, Hungary: 47.16249 19.50330, India: 20.59368 78.96288, Iran: 32.42791 53.68805, Iraq: 33.22319 43.67929, Israel: 31.04605 34.85161, Italy: 41.87194 12.56738, Jordan: 30.58516 36.23841, Kazakhstan: 48.01957 66.92368, Kuwait: 29.31166 47.48177, Kyrgyzstan: 41.20438 74.76610, Latvia: 56.87964 24.60319, Too many markers for Lebanon Libya: 26.33510 17.22833, Liechtenstein: 47.16600 9.55537, Lithuania: 55.16944 23.88127, Luxembourg: 49.81527 6.12958, Macedonia (FYROM): 41.60863 21.74527, Mali: 17.57069 -3.99617, Malta: 35.93750 14.37542, Mauritania: 21.00789 -10.94083, Moldova: 47.41163 28.36989, Mongolia: 46.86250 103.84666, Montenegro: 42.70868 19.37439, Morocco: 31.79170 -7.09262, Burma: 21.91397 95.95622, Nepal: 28.39486 84.12401, The Netherlands: 52.13263 5.29127, Niger: 17.60779 8.08167, Nigeria: 9.08200 8.67528, Oman: 21.51258 55.92325, Pakistan: 30.37532 69.34512, West Bank: 31.94657 35.30272, Poland: 51.91944 19.14514, Portugal: 39.39987 -8.22445, Qatar: 25.35483 51.18388, Romania: 45.94316 24.96676, Russian Federation: 61.52401 105.31876, Russian Federation: 61.52401 105.31876, Russian Federation: 61.52401 105.31876, Saudi Arabia: 23.88594 45.07916, Senegal: 14.49740 -14.45236, Serbia: 44.01652 21.00586, Slovakia: 48.66903 19.69902, Slovenia: 46.15124 14.99546, South Sudan: 7.96309 30.15893, Spain: 40.46367 -3.74922, Sudan: 12.86281 30.21764, Switzerland: 46.81819 8.22751, Syria: 34.80208 38.99681, Tajikistan: 38.86103 71.27609, Thailand: 15.87003 100.99254, Tunisia: 33.88692 9.53750, Turkey: 38.96375 35.24332, Turkmenistan: 38.96972 59.55628, Ukraine: 48.37943 31.16558, United Arab Emirates: 23.42408 53.84782, Uzbekistan: 41.37749 64.58526, Vietnam: 14.05832 108.27720, Western Sahara: 24.21553 -12.88583, Yemen: 15.55273 48.51639  ",,,,,"Bahrain: 26.06670 50.55770, Benin: 9.30769 2.31583, Bermuda: 32.30780 -64.75050, Burkina Faso: 12.23833 -1.56159, Cape Verde: 15.12173 -23.60508, Denmark: 56.26392 9.50178, Finland: 61.92411 25.74815, Ghana: 7.94653 -1.02319, Hong Kong: 22.39643 114.10950, Ireland: 53.41291 -8.24389, Japan: 36.20482 138.25292, Maldives: 1.97725 73.53610, Norway: 60.47202 8.46895, Seychelles: -4.67957 55.49198, Sierra Leone: 8.46055 -11.77989, Spain: 40.46367 -3.74922, Sweden: 60.12816 18.64350, Uganda: 1.37333 32.29028, United Kingdom: 55.37805 -3.43597 ","Cameroon: 7.36972 12.35472, Togo: 8.61954 0.82478 "
"Eastern Bettong, Tasmanian Bettong, Tasmanian Rat Kangaroo ",NT,2783,Bettongia gaimardi,MAMMALIA,stable,Australia: -25.27440 133.77514 ,,,,,,
American Bison ,NT,2815,Bison bison,MAMMALIA,stable,"Canada: 56.13037 -106.34677, United States: 37.09024 -95.71289 ",,Too many markers for Mexico ,,,,
,NT,59156,Bolitoglossa dofleini,AMPHIBIA,decreasing,"Belize: 17.18988 -88.49765, Guatemala: 15.78347 -90.23076, Honduras: 15.20000 -86.24191 ",,,,,,
Japanese Waxwing ,NT,106006271,Bombycilla japonica,AVES,decreasing,"China: 35.86166 104.19540, Japan: 36.20482 138.25292, North Korea: 40.33985 127.51009, South Korea: 35.90776 127.76692, Russian Federation: 61.52401 105.31876, Taiwan: 23.69781 120.96052 ",,,,,Hong Kong: 22.39643 114.10950 ,
Chinese Grouse ,NT,100600298,Bonasa sewerzowi,AVES,decreasing,China: 35.86166 104.19540 ,,,,,,
Great Hornbill ,NT,100600952,Buceros bicornis,AVES,decreasing,"Bhutan: 27.51416 90.43360, Cambodia: 12.56568 104.99096, China: 35.86166 104.19540, India: 20.59368 78.96288, Indonesia: -0.78927 113.92133, Laos: 19.85627 102.49550, Malaysia: 4.21048 101.97577, Burma: 21.91397 95.95622, Nepal: 28.39486 84.12401, Thailand: 15.87003 100.99254, Vietnam: 14.05832 108.27720 ",,,,Singapore: 1.35208 103.81984 ,Bangladesh: 23.68499 90.35633 ,
Rufous Hornbill ,NT,100600953,Buceros hydrocorax,AVES,decreasing,Philippines: 12.87972 121.77402 ,,,,,,
Rhinoceros Hornbill ,NT,100600951,Buceros rhinoceros,AVES,decreasing,"Brunei Darussalam: 4.53528 114.72767, Indonesia: -0.78927 113.92133, Malaysia: 4.21048 101.97577, Thailand: 15.87003 100.99254 ",,Singapore: 1.35208 103.81984 ,,,,
Jouanin's Petrel ,NT,106003921,Bulweria fallax,AVES,increasing,"Burkina Faso: 12.23833 -1.56159, Central African Republic: 6.61111 20.93944, Chad: 15.45417 18.73221, Burkina Faso: 12.23833 -1.56159, Central African Republic: 6.61111 20.93944, Chad: 15.45417 18.73221, Name not unicode cant write Niger: 17.60779 8.08167, Oman: 21.51258 55.92325, Somalia: 5.15215 46.19962, Togo: 8.61954 0.82478, Yemen: 15.55273 48.51639 ; Niger: 17.60779 8.08167, Oman: 21.51258 55.92325, Somalia: 5.15215 46.19962, Togo: 8.61954 0.82478, Yemen: 15.55273 48.51639 ",,,,,"Australia: -25.27440 133.77514, Djibouti: 11.82514 42.59027, Indonesia: -0.78927 113.92133, Kenya: -0.02356 37.90619, Maldives: 1.97725 73.53610, Mozambique: -18.66569 35.52956, Saudi Arabia: 23.88594 45.07916, Seychelles: -4.67957 55.49198, United Arab Emirates: 23.42408 53.84782 ","British Indian Ocean Territory: -7.33476 72.42423, India: 20.59368 78.96288, Iran: 32.42791 53.68805, Pakistan: 30.37532 69.34512, Sri Lanka: 7.87305 80.77180 "
Hawaiian Hawk ,NT,106003512,Buteo solitarius,AVES,stable,"United States: 37.09024 -95.71289, United States: 37.09024 -95.71289 ",,,,,,
Chacoan Naked-tailed Armadillo ,NT,3413,Cabassous chacoensis,MAMMALIA,unknown,"Argentina: -38.41610 -63.61667, Paraguay: -23.44250 -58.44383 ",,,,,,
"Goffin's Cockatoo, Tanimbar Cockatoo, Tanimbar Corella ",NT,106001404,Cacatua goffiniana,AVES,decreasing,Indonesia: -0.78927 113.92133 ,,,,"Puerto Rico: 18.22083 -66.59015, Singapore: 1.35208 103.81984 ",,
Semipalmated Sandpiper ,NT,106003043,Calidris pusilla,AVES,decreasing,"Anguilla: 18.22055 -63.06862, Antigua and Barbuda: 17.06082 -61.79643, Argentina: -38.41610 -63.61667, Aruba: 12.52111 -69.96834, The Bahamas: 25.03428 -77.39628, Barbados: 13.19389 -59.54320, Belize: 17.18988 -88.49765, Bermuda: 32.30780 -64.75050, Bonaire Sint Eustatius and Saba: 12.17836 -68.23853, Brazil: -14.23500 -51.92528, Canada: 56.13037 -106.34677, Cayman Islands: 19.31330 -81.25460, Chile: -35.67515 -71.54297, Colombia: 4.57087 -74.29733, Costa Rica: 9.74892 -83.75343, Cuba: 21.52176 -77.78117, Anguilla: 18.22055 -63.06862, Antigua and Barbuda: 17.06082 -61.79643, Argentina: -38.41610 -63.61667, Aruba: 12.52111 -69.96834, The Bahamas: 25.03428 -77.39628, Barbados: 13.19389 -59.54320, Belize: 17.18988 -88.49765, Bermuda: 32.30780 -64.75050, Bonaire Sint Eustatius and Saba: 12.17836 -68.23853, Brazil: -14.23500 -51.92528, Canada: 56.13037 -106.34677, Cayman Islands: 19.31330 -81.25460, Chile: -35.67515 -71.54297, Colombia: 4.57087 -74.29733, Costa Rica: 9.74892 -83.75343, Cuba: 21.52176 -77.78117, Name not unicode cant write Dominica: 15.41500 -61.37098, Dominican Republic: 18.73569 -70.16265, Ecuador: -1.83124 -78.18341, El Salvador: 13.79419 -88.89653, French Guiana: 3.93389 -53.12578, Grenada: 12.11650 -61.67900, Guadeloupe: 16.26500 -61.55100, Guatemala: 15.78347 -90.23076, Guyana: 4.86042 -58.93018, Haiti: 18.97119 -72.28521, Honduras: 15.20000 -86.24191, Anguilla: 18.22055 -63.06862, Antigua and Barbuda: 17.06082 -61.79643, Argentina: -38.41610 -63.61667, Aruba: 12.52111 -69.96834, The Bahamas: 25.03428 -77.39628, Barbados: 13.19389 -59.54320, Belize: 17.18988 -88.49765, Bermuda: 32.30780 -64.75050, Bonaire Sint Eustatius and Saba: 12.17836 -68.23853, Brazil: -14.23500 -51.92528, Canada: 56.13037 -106.34677, Cayman Islands: 19.31330 -81.25460, Chile: -35.67515 -71.54297, Colombia: 4.57087 -74.29733, Costa Rica: 9.74892 -83.75343, Cuba: 21.52176 -77.78117, Name not unicode cant write Dominica: 15.41500 -61.37098, Dominican Republic: 18.73569 -70.16265, Ecuador: -1.83124 -78.18341, El Salvador: 13.79419 -88.89653, French Guiana: 3.93389 -53.12578, Grenada: 12.11650 -61.67900, Guadeloupe: 16.26500 -61.55100, Guatemala: 15.78347 -90.23076, Guyana: 4.86042 -58.93018, Haiti: 18.97119 -72.28521, Honduras: 15.20000 -86.24191, Too many markers for Jamaica Martinique: 14.64153 -61.02417, Too many markers for Mexico Montserrat: 16.74250 -62.18737, Nicaragua: 12.86542 -85.20723, Panama: 8.53798 -80.78213, Paraguay: -23.44250 -58.44383, Peru: -9.18997 -75.01515, Puerto Rico: 18.22083 -66.59015, Russian Federation: 61.52401 105.31876, Saint Kitts and Nevis: 17.35782 -62.78300, Saint Lucia: 13.90944 -60.97889, Saint Martin: 18.08255 -63.05225, Saint Pierre and Miquelon: 46.88520 -56.31590, Saint Vincent and the Grenadines: 13.25338 -61.19625, Too many markers for Sint Maarten Suriname: 3.91931 -56.02778, Trinidad and Tobago: 10.69180 -61.22250, Turks and Caicos Islands: 21.69402 -71.79793, United States: 37.09024 -95.71289, Uruguay: -32.52278 -55.76584, Venezuela: 6.42375 -66.58973, United States Virgin Islands: 18.33576 -64.89633, United States Virgin Islands: 18.33576 -64.89633 ;; Dominica: 15.41500 -61.37098, Dominican Republic: 18.73569 -70.16265, Ecuador: -1.83124 -78.18341, El Salvador: 13.79419 -88.89653, French Guiana: 3.93389 -53.12578, Grenada: 12.11650 -61.67900, Guadeloupe: 16.26500 -61.55100, Guatemala: 15.78347 -90.23076, Guyana: 4.86042 -58.93018, Haiti: 18.97119 -72.28521, Honduras: 15.20000 -86.24191, Anguilla: 18.22055 -63.06862, Antigua and Barbuda: 17.06082 -61.79643, Argentina: -38.41610 -63.61667, Aruba: 12.52111 -69.96834, The Bahamas: 25.03428 -77.39628, Barbados: 13.19389 -59.54320, Belize: 17.18988 -88.49765, Bermuda: 32.30780 -64.75050, Bonaire Sint Eustatius and Saba: 12.17836 -68.23853, Brazil: -14.23500 -51.92528, Canada: 56.13037 -106.34677, Cayman Islands: 19.31330 -81.25460, Chile: -35.67515 -71.54297, Colombia: 4.57087 -74.29733, Costa Rica: 9.74892 -83.75343, Cuba: 21.52176 -77.78117, Anguilla: 18.22055 -63.06862, Antigua and Barbuda: 17.06082 -61.79643, Argentina: -38.41610 -63.61667, Aruba: 12.52111 -69.96834, The Bahamas: 25.03428 -77.39628, Barbados: 13.19389 -59.54320, Belize: 17.18988 -88.49765, Bermuda: 32.30780 -64.75050, Bonaire Sint Eustatius and Saba: 12.17836 -68.23853, Brazil: -14.23500 -51.92528, Canada: 56.13037 -106.34677, Cayman Islands: 19.31330 -81.25460, Chile: -35.67515 -71.54297, Colombia: 4.57087 -74.29733, Costa Rica: 9.74892 -83.75343, Cuba: 21.52176 -77.78117, Name not unicode cant write Dominica: 15.41500 -61.37098, Dominican Republic: 18.73569 -70.16265, Ecuador: -1.83124 -78.18341, El Salvador: 13.79419 -88.89653, French Guiana: 3.93389 -53.12578, Grenada: 12.11650 -61.67900, Guadeloupe: 16.26500 -61.55100, Guatemala: 15.78347 -90.23076, Guyana: 4.86042 -58.93018, Haiti: 18.97119 -72.28521, Honduras: 15.20000 -86.24191, Anguilla: 18.22055 -63.06862, Antigua and Barbuda: 17.06082 -61.79643, Argentina: -38.41610 -63.61667, Aruba: 12.52111 -69.96834, The Bahamas: 25.03428 -77.39628, Barbados: 13.19389 -59.54320, Belize: 17.18988 -88.49765, Bermuda: 32.30780 -64.75050, Bonaire Sint Eustatius and Saba: 12.17836 -68.23853, Brazil: -14.23500 -51.92528, Canada: 56.13037 -106.34677, Cayman Islands: 19.31330 -81.25460, Chile: -35.67515 -71.54297, Colombia: 4.57087 -74.29733, Costa Rica: 9.74892 -83.75343, Cuba: 21.52176 -77.78117, Name not unicode cant write Dominica: 15.41500 -61.37098, Dominican Republic: 18.73569 -70.16265, Ecuador: -1.83124 -78.18341, El Salvador: 13.79419 -88.89653, French Guiana: 3.93389 -53.12578, Grenada: 12.11650 -61.67900, Guadeloupe: 16.26500 -61.55100, Guatemala: 15.78347 -90.23076, Guyana: 4.86042 -58.93018, Haiti: 18.97119 -72.28521, Honduras: 15.20000 -86.24191, Too many markers for Jamaica Martinique: 14.64153 -61.02417, Too many markers for Mexico Montserrat: 16.74250 -62.18737, Nicaragua: 12.86542 -85.20723, Panama: 8.53798 -80.78213, Paraguay: -23.44250 -58.44383, Peru: -9.18997 -75.01515, Puerto Rico: 18.22083 -66.59015, Russian Federation: 61.52401 105.31876, Saint Kitts and Nevis: 17.35782 -62.78300, Saint Lucia: 13.90944 -60.97889, Saint Martin: 18.08255 -63.05225, Saint Pierre and Miquelon: 46.88520 -56.31590, Saint Vincent and the Grenadines: 13.25338 -61.19625, Too many markers for Sint Maarten Suriname: 3.91931 -56.02778, Trinidad and Tobago: 10.69180 -61.22250, Turks and Caicos Islands: 21.69402 -71.79793, United States: 37.09024 -95.71289, Uruguay: -32.52278 -55.76584, Venezuela: 6.42375 -66.58973, United States Virgin Islands: 18.33576 -64.89633, United States Virgin Islands: 18.33576 -64.89633 ;; Dominica: 15.41500 -61.37098, Dominican Republic: 18.73569 -70.16265, Ecuador: -1.83124 -78.18341, El Salvador: 13.79419 -88.89653, French Guiana: 3.93389 -53.12578, Grenada: 12.11650 -61.67900, Guadeloupe: 16.26500 -61.55100, Guatemala: 15.78347 -90.23076, Guyana: 4.86042 -58.93018, Haiti: 18.97119 -72.28521, Honduras: 15.20000 -86.24191, Too many markers for Jamaica Martinique: 14.64153 -61.02417, Too many markers for Mexico Montserrat: 16.74250 -62.18737, Nicaragua: 12.86542 -85.20723, Panama: 8.53798 -80.78213, Paraguay: -23.44250 -58.44383, Peru: -9.18997 -75.01515, Puerto Rico: 18.22083 -66.59015, Russian Federation: 61.52401 105.31876, Saint Kitts and Nevis: 17.35782 -62.78300, Saint Lucia: 13.90944 -60.97889, Saint Martin: 18.08255 -63.05225, Saint Pierre and Miquelon: 46.88520 -56.31590, Saint Vincent and the Grenadines: 13.25338 -61.19625, Too many markers for Sint Maarten Suriname: 3.91931 -56.02778, Trinidad and Tobago: 10.69180 -61.22250, Turks and Caicos Islands: 21.69402 -71.79793, United States: 37.09024 -95.71289, Uruguay: -32.52278 -55.76584, Venezuela: 6.42375 -66.58973, United States Virgin Islands: 18.33576 -64.89633, United States Virgin Islands: 18.33576 -64.89633  ",,,,,"Albania: 41.15333 20.16833, Denmark: 56.26392 9.50178, Djibouti: 11.82514 42.59027, France: 46.22764 2.21375, Germany: 51.16569 10.45153, Greenland: 71.70694 -42.60430, Iceland: 64.96305 -19.02084, Ireland: 53.41291 -8.24389, Israel: 31.04605 34.85161, Mauritania: 21.00789 -10.94083, Morocco: 31.79170 -7.09262, The Netherlands: 52.13263 5.29127, Portugal: 39.39987 -8.22445, Spain: 40.46367 -3.74922, Sweden: 60.12816 18.64350, United Kingdom: 55.37805 -3.43597 ",
"Nicobar Dove, Nicobar Pigeon ",NT,106002604,Caloenas nicobarica,AVES,decreasing,"Cambodia: 12.56568 104.99096, India: 20.59368 78.96288, Indonesia: -0.78927 113.92133, Malaysia: 4.21048 101.97577, Burma: 21.91397 95.95622, Palau: 7.51498 134.58252, Papua New Guinea: -6.31499 143.95555, Philippines: 12.87972 121.77402, Solomon Islands: -9.64571 160.15619, Thailand: 15.87003 100.99254, Vietnam: 14.05832 108.27720 ",,,,,,
Cape Verde Shearwater ,NT,160030221,Calonectris edwardsii,AVES,decreasing,Cape Verde: 15.12173 -23.60508 ,,,,,"Spain: 40.46367 -3.74922, Spain: 40.46367 -3.74922, United States: 37.09024 -95.71289 ",
Parson's Chameleon ,NT,172896,Calumma parsonii,REPTILIA,decreasing,Madagascar: -18.76695 46.86911 ,,,,,,
"East Caucasian Tur, Eastern Tur ",NT,3795,Capra cylindricornis,MAMMALIA,decreasing,"Azerbaijan: 40.14310 47.57693, Azerbaijan: 40.14310 47.57693, Too many markers for Georgia Russian Federation: 61.52401 105.31876  ",,,,,,
"Chinese Serow, Southwest China Serow ",NT,3814,Capricornis milneedwardsii,MAMMALIA,decreasing,"Cambodia: 12.56568 104.99096, China: 35.86166 104.19540, Laos: 19.85627 102.49550, Burma: 21.91397 95.95622, Thailand: 15.87003 100.99254, Vietnam: 14.05832 108.27720 ",,,,,,
Red Serow ,NT,3815,Capricornis rubidus,MAMMALIA,decreasing,Burma: 21.91397 95.95622 ,,,,,,
Himalayan Serow ,NT,3816,Capricornis thar,MAMMALIA,decreasing,"Bangladesh: 23.68499 90.35633, Bhutan: 27.51416 90.43360, China: 35.86166 104.19540, India: 20.59368 78.96288, Nepal: 28.39486 84.12401 ",,,,,,
"African Golden Cat, Golden Cat ",NT,18306,Caracal aurata,MAMMALIA,decreasing,"Angola: -11.20269 17.87389, Burundi: -3.37306 29.91889, Cameroon: 7.36972 12.35472, Central African Republic: 6.61111 20.93944, Congo: -0.22802 15.82766, Democratic Republic of the Congo: -4.03833 21.75866, Angola: -11.20269 17.87389, Burundi: -3.37306 29.91889, Cameroon: 7.36972 12.35472, Central African Republic: 6.61111 20.93944, Congo: -0.22802 15.82766, Democratic Republic of the Congo: -4.03833 21.75866, Name not unicode cant write Equatorial Guinea: 1.65080 10.26789, Gabon: -0.80369 11.60944, Ghana: 7.94653 -1.02319, Guinea: 9.94559 -9.69665, Kenya: -0.02356 37.90619, Liberia: 6.42805 -9.42950, Nigeria: 9.08200 8.67528, Rwanda: -1.94028 29.87389, Senegal: 14.49740 -14.45236, Sierra Leone: 8.46055 -11.77989, Uganda: 1.37333 32.29028 ; Equatorial Guinea: 1.65080 10.26789, Gabon: -0.80369 11.60944, Ghana: 7.94653 -1.02319, Guinea: 9.94559 -9.69665, Kenya: -0.02356 37.90619, Liberia: 6.42805 -9.42950, Nigeria: 9.08200 8.67528, Rwanda: -1.94028 29.87389, Senegal: 14.49740 -14.45236, Sierra Leone: 8.46055 -11.77989, Uganda: 1.37333 32.29028 ",,,,,,
Dwarf Cassowary ,NT,100006005,Casuarius bennetti,AVES,decreasing,"Indonesia: -0.78927 113.92133, Papua New Guinea: -6.31499 143.95555 ",,,,,,
"Black-horned Capuchin, Macaco-prego ",NT,136717,Cebus nigritus,MAMMALIA,decreasing,"Argentina: -38.41610 -63.61667, Brazil: -14.23500 -51.92528 ",,,,,,
"Greater Sage-grouse, Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse ",NT,100600300,Centrocercus urophasianus,AVES,decreasing,"Canada: 56.13037 -106.34677, United States: 37.09024 -95.71289 ",,,,,,
Ornate Horned Frog ,NT,56340,Ceratophrys ornata,AMPHIBIA,decreasing,"Argentina: -38.41610 -63.61667, Brazil: -14.23500 -51.92528, Uruguay: -32.52278 -55.76584 ",,,,,,
"Northern White Rhinoceros, Square-lipped Rhinoceros, White Rhinoceros ",NT,4185,Ceratotherium simum,MAMMALIA,increasing,South Africa: -30.55948 22.93751 ,"Democratic Republic of the Congo: -4.03833 21.75866, Sudan: 12.86281 30.21764 ","Central African Republic: 6.61111 20.93944, Chad: 15.45417 18.73221 ","Botswana: -22.32847 24.68487, Kenya: -0.02356 37.90619, Mozambique: -18.66569 35.52956, Namibia: -22.95764 18.49041, Swaziland: -26.52250 31.46587, Uganda: 1.37333 32.29028, Zimbabwe: -19.01544 29.15486 ",Zambia: -13.13390 27.84933 ,,
Goldman's Pocket Mouse ,NT,4332,Chaetodipus goldmani,MAMMALIA,decreasing,Too many markers for Mexico ,,,,,,
Black Guan ,NT,100060092,Chamaepetes unicolor,AVES,decreasing,"Costa Rica: 9.74892 -83.75343, Panama: 8.53798 -80.78213 ",,,,,,
Mountain Plover ,NT,106003142,Charadrius montanus,AVES,decreasing,"Canada: 56.13037 -106.34677, Canada: 56.13037 -106.34677, Too many markers for Mexico United States: 37.09024 -95.71289  ",,,,,,
Coal-crested Finch ,NT,106009452,Charitospiza eucosma,AVES,decreasing,"Argentina: -38.41610 -63.61667, Bolivia: -16.29015 -63.58865, Brazil: -14.23500 -51.92528 ",,,,,,
Duchess Lorikeet ,NT,106001382,Charmosyna margarethae,AVES,decreasing,"Papua New Guinea: -6.31499 143.95555, Solomon Islands: -9.64571 160.15619 ",,,,,,
Meek's Lorikeet ,NT,106001374,Charmosyna meeki,AVES,decreasing,"Papua New Guinea: -6.31499 143.95555, Solomon Islands: -9.64571 160.15619 ",,,,,,
Emperor Goose ,NT,100600382,Chen canagica,AVES,decreasing,"Russian Federation: 61.52401 105.31876, United States: 37.09024 -95.71289 ",,,,,"Canada: 56.13037 -106.34677, Japan: 36.20482 138.25292 ",
Maned Wolf ,NT,4819,Chrysocyon brachyurus,MAMMALIA,unknown,"Argentina: -38.41610 -63.61667, Bolivia: -16.29015 -63.58865, Brazil: -14.23500 -51.92528, Paraguay: -23.44250 -58.44383, Peru: -9.18997 -75.01515 ",Uruguay: -32.52278 -55.76584 ,,,,,
Wilson's Bird-of-paradise ,NT,106005831,Cicinnurus respublica,AVES,decreasing,Indonesia: -0.78927 113.92133 ,,,,,,
"Bobwhite, Bobwhite Quail, Northern Bobwhite ",NT,160030131,Colinus virginianus,AVES,decreasing,"Canada: 56.13037 -106.34677, Cuba: 21.52176 -77.78117, Guatemala: 15.78347 -90.23076, Canada: 56.13037 -106.34677, Cuba: 21.52176 -77.78117, Guatemala: 15.78347 -90.23076, Too many markers for Mexico United States: 37.09024 -95.71289  ",,,,"The Bahamas: 25.03428 -77.39628, China: 35.86166 104.19540, Dominican Republic: 18.73569 -70.16265, France: 46.22764 2.21375, Haiti: 18.97119 -72.28521, Italy: 41.87194 12.56738, Portugal: 39.39987 -8.22445, Puerto Rico: 18.22083 -66.59015, Turks and Caicos Islands: 21.69402 -71.79793 ",,
"Mascarene Swiftlet, Mauritius Swiftlet ",NT,106001711,Collocalia francica,AVES,unknown,"Mauritius: -20.34840 57.55215, Mauritius: -20.34840 57.55215, Name not unicode cant write ",,,,,,
"Japanese Wood-pigeon, Japanese Wood Pigeon, Japanese Wood-Pigeon ",NT,106002469,Columba janthina,AVES,decreasing,"Japan: 36.20482 138.25292, South Korea: 35.90776 127.76692 ",,,,,"China: 35.86166 104.19540, Taiwan: 23.69781 120.96052 ",
"Island Bronze-naped Pigeon, Sao Tome Bronze-naped Pigeon, Common name not unicode, Common name not unicode ",NT,106002493,Columba malherbii,AVES,decreasing,"Equatorial Guinea: 1.65080 10.26789, Equatorial Guinea: 1.65080 10.26789, Name not unicode cant write ",,,,,,
"Andaman Wood-pigeon, Andaman Wood Pigeon, Andaman Wood-Pigeon ",NT,106002468,Columba palumboides,AVES,decreasing,India: 20.59368 78.96288 ,,,,,,
"Comoro Olive-pigeon, Comoro Olive-Pigeon, Comoros Olive Pigeon, Comoros Rameron Pigeon ",NT,106002460,Columba pollenii,AVES,decreasing,"Comoros: -11.64550 43.33330, Mayotte: -12.82750 45.16624 ",,,,,,
