Common Names,Assessment Category,Species ID,Scientific Name,Class,Population Trend,Native
Chinese Pangolin,EN,12764,Manis pentadactyla,MAMMALIA,decreasing,Nepal: 28.39486 84.12401
"Alpine Musk Deer, Himalayan Musk Deer",EN,13895,Moschus chrysogaster,MAMMALIA,decreasing,Nepal: 28.39486 84.12401
"Black Musk Deer, Dusky Musk Deer",EN,13896,Moschus fuscus,MAMMALIA,decreasing,Nepal: 28.39486 84.12401
"Himalayan Muskdeer, Himalayan Musk-deer, Himalayan Musk Deer",EN,13901,Moschus leucogaster,MAMMALIA,decreasing,Nepal: 28.39486 84.12401
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Nepal: 28.39486 84.12401
Tiger,EN,15955,Panthera tigris,MAMMALIA,decreasing,Nepal: 28.39486 84.12401
"Ounce, Snow Leopard",EN,22732,Panthera uncia,MAMMALIA,decreasing,Nepal: 28.39486 84.12401
Fishing Cat,EN,18150,Prionailurus viverrinus,MAMMALIA,decreasing,Nepal: 28.39486 84.12401
Black-bellied Tern,EN,106003284,Sterna acuticauda,AVES,decreasing,Nepal: 28.39486 84.12401
"Lesser Florican, Likh",EN,106002783,Sypheotides indicus,AVES,decreasing,Nepal: 28.39486 84.12401
blank,CR,176204,Eurydactylodes occidentalis,REPTILIA,decreasing,New Caledonia: -20.90431 165.61804
Marbled Gecko,CR,176174,Oedodera marmorata,REPTILIA,unknown,New Caledonia: -20.90431 165.61804
Uvea Parakeet,EN,160030008,Eunymphicus uvaeensis,AVES,increasing,New Caledonia: -20.90431 165.61804
"Rough-snouted Giant Gecko, Tough-snouted Giant Gecko",EN,176138,Rhacodactylus trachyrhynchus,REPTILIA,unknown,New Caledonia: -20.90431 165.61804
"Chatham Island Shag, Chatham Islands Shag, Chatham Shag",CR,106003691,Phalacrocorax onslowi,AVES,decreasing,New Zealand: -40.90056 174.88597
"Chatham Island Taiko, Magenta Petrel",CR,106003904,Pterodroma magentae,AVES,increasing,New Zealand: -40.90056 174.88597
Marlborough Green Gecko,DD,177827,Naultinus manukanus,REPTILIA,unknown,New Zealand: -40.90056 174.88597
Brown Teal,EN,160030002,Anas chlorotis,AVES,increasing,New Zealand: -40.90056 174.88597
Northern Royal Albatross,EN,160030005,Diomedea sanfordi,AVES,decreasing,New Zealand: -40.90056 174.88597
"Chatham Island Pied Oystercatcher, Chatham Islands Oystercatcher, Chatham Oystercatcher",EN,106003096,Haematopus chathamensis,AVES,increasing,New Zealand: -40.90056 174.88597
"Kaka, New Zealand Kaka",EN,106001412,Nestor meridionalis,AVES,decreasing,New Zealand: -40.90056 174.88597
Otago Skink,EN,15260,Oligosoma otagense,REPTILIA,decreasing,New Zealand: -40.90056 174.88597
Pitt Island Shag,EN,106003700,Phalacrocorax featherstoni,AVES,decreasing,New Zealand: -40.90056 174.88597
Takahe,EN,106002929,Porphyrio hochstetteri,AVES,increasing,New Zealand: -40.90056 174.88597
"Chatham Island Petrel, Chatham Islands Petrel, Chatham Petrel",EN,106003882,Pterodroma axillaris,AVES,increasing,New Zealand: -40.90056 174.88597
"La Plata Otter, Long-tailed Otter, Neotropical Otter, Neotropical River Otter, South American River Otter",DD,12304,Lontra longicaudis,MAMMALIA,decreasing,Nicaragua: 12.86542 -85.20723
Central American Red Brocket,DD,136290,Mazama temama,MAMMALIA,decreasing,Nicaragua: 12.86542 -85.20723
Great Green Macaw,EN,106001550,Ara ambiguus,AVES,decreasing,Nicaragua: 12.86542 -85.20723
"Black-handed Spider Monkey, Central American Spider Monkey, Geoffroy's Spider Monkey,  Mono Colorado",EN,2279,Ateles geoffroyi,MAMMALIA,decreasing,Nicaragua: 12.86542 -85.20723
"Baird's Tapir, Central American Tapir",EN,21471,Tapirus bairdii,MAMMALIA,decreasing,Nicaragua: 12.86542 -85.20723
Addax,CR,512,Addax nasomaculatus,MAMMALIA,decreasing,Niger: 17.60779 8.08167
"Addra Gazelle, Dama Gazelle",CR,8968,Nanger dama,MAMMALIA,decreasing,Niger: 17.60779 8.08167
"Banded Skink, Peters' Banded Skink",DD,178691,Scincopus fasciatus,REPTILIA,unknown,Niger: 17.60779 8.08167
"Rhim, Slender-horned Gazelle",EN,8972,Gazella leptoceros,MAMMALIA,decreasing,Niger: 17.60779 8.08167
White-backed Vulture,EN,106003373,Gyps africanus,AVES,decreasing,Niger: 17.60779 8.08167
"Rueppell's Griffon, Rueppell's Vulture,  Ruppell's Vulture",EN,106003376,Gyps rueppellii,AVES,decreasing,Niger: 17.60779 8.08167
"African Wild Dog, Cape Hunting Dog, Painted Hunting Dog",EN,12436,Lycaon pictus,MAMMALIA,decreasing,Niger: 17.60779 8.08167
Hooded Vulture,EN,106003372,Necrosyrtes monachus,AVES,decreasing,Niger: 17.60779 8.08167
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Niger: 17.60779 8.08167
"Lowland Gorilla, Western Gorilla",CR,9404,Gorilla gorilla,MAMMALIA,decreasing,Nigeria: 9.08200 8.67528
"Bouvier's Red Colobus, Pennant's Red Colobus",CR,39996,Procolobus pennantii,MAMMALIA,decreasing,Nigeria: 9.08200 8.67528
Preuss's Red Colobus,CR,41026,Procolobus preussi,MAMMALIA,decreasing,Nigeria: 9.08200 8.67528
"Preuss's Guenon, Preuss's Monkey",EN,4227,Cercopithecus preussi,MAMMALIA,decreasing,Nigeria: 9.08200 8.67528
White-backed Vulture,EN,106003373,Gyps africanus,AVES,decreasing,Nigeria: 9.08200 8.67528
"Rueppell's Griffon, Rueppell's Vulture,  Ruppell's Vulture",EN,106003376,Gyps rueppellii,AVES,decreasing,Nigeria: 9.08200 8.67528
Drill,EN,12753,Mandrillus leucophaeus,MAMMALIA,unknown,Nigeria: 9.08200 8.67528
Hooded Vulture,EN,106003372,Necrosyrtes monachus,AVES,decreasing,Nigeria: 9.08200 8.67528
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Nigeria: 9.08200 8.67528
"Chimpanzee, Common Chimpanzee, Robust Chimpanzee",EN,15933,Pan troglodytes,MAMMALIA,decreasing,Nigeria: 9.08200 8.67528
"Spoon-billed Sandpiper, Spoonbill Sandpiper",CR,106003060,Eurynorhynchus pygmeus,AVES,decreasing,North Korea: 40.33985 127.51009
"Japanese White Stork, Oriental Stork, Oriental White Stork",EN,106003836,Ciconia boyciana,AVES,decreasing,North Korea: 40.33985 127.51009
"Japanese Crane, Manchurian Crane, Red-crowned Crane",EN,106002798,Grus japonensis,AVES,decreasing,North Korea: 40.33985 127.51009
"Chinese Merganser, Scaly-sided Merganser",EN,100600501,Mergus squamatus,AVES,decreasing,North Korea: 40.33985 127.51009
"Nordmann's Greenshank,  Spotted Greenshank",EN,106003020,Tringa guttifer,AVES,decreasing,North Korea: 40.33985 127.51009
"Guam Crow, Mariana Crow",CR,106005766,Corvus kubaryi,AVES,decreasing,Northern Mariana Islands: 15.09790 145.67390
"Marianas Scrubfowl, Micronesian Megapode, Micronesian Scrubfowl",EN,100600125,Megapodius laperouse,AVES,decreasing,Northern Mariana Islands: 15.09790 145.67390
"Marianas Flying Fox, Marianas Fruit Bat, Marianna Flying Fox, Micronesian Flying-fox, Micronesian Flying Fox, Pagan Island Fruit Bat, Ulithi Fruit Bat",EN,18737,Pteropus mariannus,MAMMALIA,decreasing,Northern Mariana Islands: 15.09790 145.67390
"Mariana Fruit-dove, Mariana Fruit Dove, Mariana Fruit-Dove",EN,106002678,Ptilinopus roseicapilla,AVES,decreasing,Northern Mariana Islands: 15.09790 145.67390
Velvet Scoter,EN,139471541,Melanitta fusca,AVES,decreasing,Norway: 60.47202 8.46895
"Sociable Lapwing, Sociable Plover",CR,106003172,Vanellus gregarius,AVES,decreasing,Oman: 21.51258 55.92325
Arabian Tahr,EN,9918,Arabitragus jayakari,MAMMALIA,decreasing,Oman: 21.51258 55.92325
"Saker, Saker Falcon",EN,106003619,Falco cherrug,AVES,decreasing,Oman: 21.51258 55.92325
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Oman: 21.51258 55.92325
"Great Indian Bustard, Indian Bustard",CR,106002767,Ardeotis nigriceps,AVES,decreasing,Pakistan: 30.37532 69.34512
"Asian White-backed Vulture, Oriental White-backed Vulture, White-backed Vulture, White-rumped Vulture",CR,106003374,Gyps bengalensis,AVES,decreasing,Pakistan: 30.37532 69.34512
"Sociable Lapwing, Sociable Plover",CR,106003172,Vanellus gregarius,AVES,decreasing,Pakistan: 30.37532 69.34512
"Hog Deer, Indochinese Hog Deer, Thai Hog Deer",EN,41784,Axis porcinus,MAMMALIA,decreasing,Pakistan: 30.37532 69.34512
Markhor,EN,3787,Capra falconeri,MAMMALIA,decreasing,Pakistan: 30.37532 69.34512
"Saker, Saker Falcon",EN,106003619,Falco cherrug,AVES,decreasing,Pakistan: 30.37532 69.34512
"Kashmir Muskdeer, Kashmir Musk-deer",EN,136750,Moschus cupreus,MAMMALIA,decreasing,Pakistan: 30.37532 69.34512
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Pakistan: 30.37532 69.34512
White-headed Duck,EN,100600359,Oxyura leucocephala,AVES,decreasing,Pakistan: 30.37532 69.34512
"Ounce, Snow Leopard",EN,22732,Panthera uncia,MAMMALIA,decreasing,Pakistan: 30.37532 69.34512
Black-bellied Tern,EN,106003284,Sterna acuticauda,AVES,decreasing,Pakistan: 30.37532 69.34512
"Lesser Florican, Likh",EN,106002783,Sypheotides indicus,AVES,decreasing,Pakistan: 30.37532 69.34512
"Marianas Scrubfowl, Micronesian Megapode, Micronesian Scrubfowl",EN,100600125,Megapodius laperouse,AVES,decreasing,Palau: 7.51498 134.58252
"Black-headed Spider Monkey, Brown-headed Spider Monkey",CR,135446,Ateles fusciceps,MAMMALIA,decreasing,Panama: 8.53798 -80.78213
Harlequin Frog,CR,54560,Atelopus varius,AMPHIBIA,decreasing,Panama: 8.53798 -80.78213
"Golden Arrow Poison Frog, Golden Frog, Panamanian Golden Frog, Zetek's Golden Frog",CR,54563,Atelopus zeteki,AMPHIBIA,decreasing,Panama: 8.53798 -80.78213
Pygmy Three-toed Sloth,CR,61925,Bradypus pygmaeus,MAMMALIA,decreasing,Panama: 8.53798 -80.78213
Lesser Capybara,DD,136277,Hydrochoerus isthmius,MAMMALIA,unknown,Panama: 8.53798 -80.78213
"La Plata Otter, Long-tailed Otter, Neotropical Otter, Neotropical River Otter, South American River Otter",DD,12304,Lontra longicaudis,MAMMALIA,decreasing,Panama: 8.53798 -80.78213
Central American Red Brocket,DD,136290,Mazama temama,MAMMALIA,decreasing,Panama: 8.53798 -80.78213
Vicente's Poison Frog,DD,55209,Oophaga vicentei,AMPHIBIA,unknown,Panama: 8.53798 -80.78213
Philippine Gray Flying Fox,DD,55180,Ranitomeya claudiae,AMPHIBIA,unknown,Panama: 8.53798 -80.78213
Great Green Macaw,EN,106001550,Ara ambiguus,AVES,decreasing,Panama: 8.53798 -80.78213
"Black-handed Spider Monkey, Central American Spider Monkey, Geoffroy's Spider Monkey,  Mono Colorado",EN,2279,Ateles geoffroyi,MAMMALIA,decreasing,Panama: 8.53798 -80.78213
Splendid Poison Frog,EN,55201,Oophaga speciosa,AMPHIBIA,unknown,Panama: 8.53798 -80.78213
"Baird's Tapir, Central American Tapir",EN,21471,Tapirus bairdii,MAMMALIA,decreasing,Panama: 8.53798 -80.78213
Bulmer's Fruit Bat,CR,1933,Aproteles bulmerae,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
Golden-mantled Tree Kangaroo,CR,136696,Dendrolagus pulcherrimus,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
"Scott's Tree-kangaroo, Tenkile, Tenkile Tree Kangaroo",CR,6435,Dendrolagus scottae,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
"Black Dorcopsis, Black Dorcopsis Wallaby, Black Forest-wallaby",CR,6794,Dorcopsis atrata,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
Northern Glider,CR,16726,Petaurus abidi,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
Greater Monkey-faced Bat,CR,136587,Pteralopex flanneryi,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
"Poncelet's Giant Rat, Poncelet's Naked-tailed Rat",CR,20333,Solomys ponceleti,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
Black-spotted Cuscus,CR,20639,Spilocuscus rufoniger,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
Eastern Long-beaked Echidna,CR,136552,Zaglossus bartoni,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
Western White-eared Giant Rat,DD,10632,Hyomys dammermani,MAMMALIA,unknown,Papua New Guinea: -6.31499 143.95555
Brown-banded Rail,DD,55779,Litoria oktediensis,AMPHIBIA,stable,Papua New Guinea: -6.31499 143.95555
Champion's Tree Mouse,DD,17882,Pogonomys championi,MAMMALIA,stable,Papua New Guinea: -6.31499 143.95555
White-eyed Starling,EN,106006755,Aplonis brunneicapillus,AVES,decreasing,Papua New Guinea: -6.31499 143.95555
"Goodfellow's Tree Kangaroo, Ornate Tree-kangaroo",EN,6429,Dendrolagus goodfellowi,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
"Huon Tree Kangaroo, Matschie's Tree-kangaroo",EN,6433,Dendrolagus matschiei,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
Dingiso,EN,136732,Dendrolagus notatus,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
"Northern Hydromyine, Northern Rat, Northern Water Rat",EN,16121,Paraleptomys rufilatus,MAMMALIA,unknown,Papua New Guinea: -6.31499 143.95555
Giant Bandicoot,EN,16710,Peroryctes broadbenti,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
Bougainville Monkey-faced Bat,EN,18656,Pteralopex anceps,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
"Bougainville Giant Rat, Bougainville Naked-tailed Rat",EN,20335,Solomys salebrosus,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
"Alpine Wallaby, Calaby's Pademelon",EN,21873,Thylogale calabyi,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
Mountain Pademelon,EN,136255,Thylogale lanatus,MAMMALIA,decreasing,Papua New Guinea: -6.31499 143.95555
Glaucous Macaw,CR,106001545,Anodorhynchus glaucus,AVES,unknown,Paraguay: -23.44250 -58.44383
"Purple-barred Ground-dove, Purple-winged Ground-dove, Purple-winged Ground Dove, Purple-winged Ground-Dove",CR,106002571,Claravis geoffroyi,AVES,decreasing,Paraguay: -23.44250 -58.44383
"Burmeister's Armadillo, Chacoan Fairy Armadillo, Greater Fairy Armadillo, Greater Pichi Ciego",DD,4703,Calyptophractus retusus,MAMMALIA,unknown,Paraguay: -23.44250 -58.44383
Azara's Agouti,DD,6278,Dasyprocta azarae,MAMMALIA,decreasing,Paraguay: -23.44250 -58.44383
"La Plata Otter, Long-tailed Otter, Neotropical Otter, Neotropical River Otter, South American River Otter",DD,12304,Lontra longicaudis,MAMMALIA,decreasing,Paraguay: -23.44250 -58.44383
Red Brocket,DD,29619,Mazama americana,MAMMALIA,unknown,Paraguay: -23.44250 -58.44383
"Brazilian Dwarf Brocket, Pygmy Brocket",DD,29621,Mazama nana,MAMMALIA,unknown,Paraguay: -23.44250 -58.44383
"Vinaceous Amazon, Vinaceous-breasted Amazon, Vinaceous-breasted Parrot, Vinaceous Parrot",EN,106001686,Amazona vinacea,AVES,decreasing,Paraguay: -23.44250 -58.44383
Hyacinth Macaw,EN,106001543,Anodorhynchus hyacinthinus,AVES,decreasing,Paraguay: -23.44250 -58.44383
"Chacoan Peccary, Tagua",EN,4015,Catagonus wagneri,MAMMALIA,decreasing,Paraguay: -23.44250 -58.44383
Pilar Tuco-tuco,EN,136289,Ctenomys pilarensis,MAMMALIA,decreasing,Paraguay: -23.44250 -58.44383
"Crowned Eagle, Crowned Solitary Eagle",EN,106003496,Harpyhaliaetus coronatus,AVES,decreasing,Paraguay: -23.44250 -58.44383
"Black Fronted Curassow, Black-fronted Piping-guan, Black-fronted Piping Guan, Black-fronted Piping-Guan",EN,100060090,Pipile jacutinga,AVES,decreasing,Paraguay: -23.44250 -58.44383
"Giant Brazilian Otter, Giant Otter",EN,18711,Pteronura brasiliensis,MAMMALIA,decreasing,Paraguay: -23.44250 -58.44383
Marsh Seedeater,EN,106009550,Sporophila palustris,AVES,decreasing,Paraguay: -23.44250 -58.44383
"Andean Titi Monkey, Rio Mayo Titi, Rio Mayo Titi Monkey, San Martin Titi Monkey",CR,3553,Callicebus oenanthe,MAMMALIA,decreasing,Peru: -9.18997 -75.01515
"Peruvian Yellow-tailed Woolly Monkey, Yellow-tailed Woolly Monkey",CR,39924,Oreonax flavicauda,MAMMALIA,decreasing,Peru: -9.18997 -75.01515
White-winged Guan,CR,100060081,Penelope albipennis,AVES,decreasing,Peru: -9.18997 -75.01515
Waved Albatross,CR,106003955,Phoebastria irrorata,AVES,decreasing,Peru: -9.18997 -75.01515
Silverstone's Poison Frog,DD,55236,Ameerega silverstonei,AMPHIBIA,unknown,Peru: -9.18997 -75.01515
"Pel's Flying Squirrel, Pel's Scaly-tailed Squirrel",DD,54552,Atelopus siranus,AMPHIBIA,unknown,Peru: -9.18997 -75.01515
Kalinowski Agouti,DD,6283,Dasyprocta kalinowskii,MAMMALIA,unknown,Peru: -9.18997 -75.01515
Gerlepp's Mouse,DD,8827,Galenomys garleppi,MAMMALIA,unknown,Peru: -9.18997 -75.01515
"La Plata Otter, Long-tailed Otter, Neotropical Otter, Neotropical River Otter, South American River Otter",DD,12304,Lontra longicaudis,MAMMALIA,decreasing,Peru: -9.18997 -75.01515
Red Brocket,DD,29619,Mazama americana,MAMMALIA,unknown,Peru: -9.18997 -75.01515
Lariang Tarsier,DD,57325,Telmatobius atahualpai,AMPHIBIA,unknown,Peru: -9.18997 -75.01515
"Long-haired Spider Monkey, White-bellied Spider Monkey",EN,2276,Ateles belzebuth,MAMMALIA,decreasing,Peru: -9.18997 -75.01515
"Black-faced Black Spider Monkey, Chamek Spider Monkey, Peruvian Black Spider Monkey",EN,41547,Ateles chamek,MAMMALIA,decreasing,Peru: -9.18997 -75.01515
"Gray-cheeked Parakeet, Grey-cheeked Parakeet",EN,106001624,Brotogeris pyrrhoptera,AVES,decreasing,Peru: -9.18997 -75.01515
Wattled Curassow,EN,100600107,Crax globulosa,AVES,decreasing,Peru: -9.18997 -75.01515
"Geoffroy'S/peruvian Woolly Monkey, Geoffroy's Woolly Monkey",EN,39925,Lagothrix cana,MAMMALIA,decreasing,Peru: -9.18997 -75.01515
"Andean Cat, Andean Mountain Cat, Mountain Cat",EN,15452,Leopardus jacobita,MAMMALIA,decreasing,Peru: -9.18997 -75.01515
"Marvellous Spatuletail, Marvelous Spatuletail",EN,106002080,Loddigesia mirabilis,AVES,decreasing,Peru: -9.18997 -75.01515
"Marine Otter, Sea Cat",EN,12303,Lontra felina,MAMMALIA,decreasing,Peru: -9.18997 -75.01515
Rufous Flycatcher,EN,106004380,Myiarchus semirufus,AVES,decreasing,Peru: -9.18997 -75.01515
"Horned Curassow, Southern Helmeted Curassow",EN,100600102,Pauxi unicornis,AVES,decreasing,Peru: -9.18997 -75.01515
"Peruvian Diving-petrel, Peruvian Diving Petrel, Peruvian Diving-Petrel",EN,106003948,Pelecanoides garnotii,AVES,decreasing,Peru: -9.18997 -75.01515
"Giant Brazilian Otter, Giant Otter",EN,18711,Pteronura brasiliensis,MAMMALIA,decreasing,Peru: -9.18997 -75.01515
blank,EN,193430,Ranitomeya summersi,AMPHIBIA,decreasing,Peru: -9.18997 -75.01515
"Andean Tapir, Mountain Tapir, Woolly Tapir",EN,21473,Tapirus pinchaque,MAMMALIA,decreasing,Peru: -9.18997 -75.01515
Bannerman's Turaco,EN,56329,Telmatobius brachydactylus,AMPHIBIA,decreasing,Peru: -9.18997 -75.01515
Bannerman's Turaco,EN,57350,Telmatobius mayoloi,AMPHIBIA,decreasing,Peru: -9.18997 -75.01515
"Rufous-headed Hornbill, Walden's Hornbill, Writhed-billed Hornbill",CR,100600966,Aceros waldeni,AVES,increasing,Philippines: 12.87972 121.77402
Sulu Hornbill,CR,100600950,Anthracoceros montani,AVES,decreasing,Philippines: 12.87972 121.77402
"Mindoro Dwarf Buffalo, Tamaraw, Tamarou",CR,3127,Bubalus mindorensis,MAMMALIA,decreasing,Philippines: 12.87972 121.77402
"Philippine Cockatoo, Red-vented Cockatoo",CR,106001403,Cacatua haematuropygia,AVES,decreasing,Philippines: 12.87972 121.77402
"Negros Naked-backed Fruit Bat, Philippine Bare-backed Fruit Bat",CR,6773,Dobsonia chapmani,MAMMALIA,decreasing,Philippines: 12.87972 121.77402
"Spoon-billed Sandpiper, Spoonbill Sandpiper",CR,106003060,Eurynorhynchus pygmeus,AVES,decreasing,Philippines: 12.87972 121.77402
"Andrews' Frigatebird, Christmas Frigatebird, Christmas Island Frigatebird",CR,106003847,Fregata andrewsi,AVES,decreasing,Philippines: 12.87972 121.77402
Negros Bleeding-heart,CR,106002607,Gallicolumba keayi,AVES,decreasing,Philippines: 12.87972 121.77402
"Sulu Bleeding-heart, Tawitawi Bleeding-heart",CR,106002609,Gallicolumba menagei,AVES,decreasing,Philippines: 12.87972 121.77402
Mindoro Bleeding-heart,CR,106002606,Gallicolumba platenae,AVES,decreasing,Philippines: 12.87972 121.77402
"Great Philippine Eagle, Monkey-eating Eagle, Philippine Eagle",CR,106003528,Pithecophaga jefferyi,AVES,decreasing,Philippines: 12.87972 121.77402
"Blue-winged Racket-tail, Blue-winged Racquet-tail",CR,106001438,Prioniturus verticalis,AVES,decreasing,Philippines: 12.87972 121.77402
"Negros Fruit-dove, Negros Fruit Dove, Negros Fruit-Dove",CR,106002701,Ptilinopus arcanus,AVES,decreasing,Philippines: 12.87972 121.77402
"Chinese Crested Tern, Chinese Crested-Tern",CR,106003264,Sterna bernsteini,AVES,decreasing,Philippines: 12.87972 121.77402
Visayan Warty Pig,CR,21175,Sus cebifrons,MAMMALIA,decreasing,Philippines: 12.87972 121.77402
Negros Forest Dragon,DD,169895,Gonocephalus sophiae,REPTILIA,unknown,Philippines: 12.87972 121.77402
"Large Mindanao Leaf-nosed Bat, Large Mindanao Roundleaf Bat",DD,10121,Hipposideros coronatus,MAMMALIA,unknown,Philippines: 12.87972 121.77402
Brown-banded Rail,DD,106002873,Lewinia mirifica,AVES,unknown,Philippines: 12.87972 121.77402
Philippine Gray Flying Fox,DD,18760,Pteropus speciosus,MAMMALIA,unknown,Philippines: 12.87972 121.77402
Philippine Pit Viper,DD,169876,Trimeresurus mcgregori,REPTILIA,unknown,Philippines: 12.87972 121.77402
"Luzon Buttonquail, Worcester's Buttonquail",DD,100600516,Turnix worcesteri,AVES,unknown,Philippines: 12.87972 121.77402
"Golden-capped Fruit Bat, Golden-crowned Flying Fox",EN,139,Acerodon jubatus,MAMMALIA,decreasing,Philippines: 12.87972 121.77402
"Calamanian Deer, Calamian Deer, Calamian Hog Deer, Philippine Deer",EN,2446,Axis calamianensis,MAMMALIA,decreasing,Philippines: 12.87972 121.77402
"Panay Bushy-tailed Cloud Rat, Panay Cloud Runner, Panay Crateromys",EN,5502,Crateromys heaneyi,MAMMALIA,decreasing,Philippines: 12.87972 121.77402
